word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason,source_check_decision,source_check_reason,pinned_tc_meaning,publish_level,level_status
現場,げんじょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,actual spot; scene; scene of the crime,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,現状,げんば,現場,げんば,N2,げんじょう|げんば|現場,yes,SINGLE_SOURCE,yes,yes,no,N3,yes,,n:noun (common) (futsuumeishi),"actual spot; scene (of a crime, accident, etc.); (on) site; (on) the ground; (in) the field; job site",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
行員,こういん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,bank clerk,same-reading-different-writing,光陰|工員,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,abbr:abbreviation,n:noun (common) (futsuumeishi),bank clerk,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
箇箇,ここ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,individual; separate,same-reading-different-writing|same-jmdict-entry,ここ|個々,,ここ|個々,ここ,N2|N5,ここ|個々|個個|箇々|箇箇,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),individual; one by one; separate; each,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
混む,こむ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be crowded,same-reading-different-writing,込む,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,v5m:Godan verb with 'mu' ending|vi:intransitive verb,to be crowded; to be packed; to be congested; to be thronged (with),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
篭る,こもる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to seclude oneself; to be confined in; to be implied,same-reading-different-writing|same-jmdict-entry,こもる|籠もる,,こもる|籠もる,こもる,N1,こもる|篭もる|篭る|籠もる|籠る|隠る,yes,SINGLE_SOURCE,yes,no,yes,N1,no,io:irregular okurigana usage | oft. ～のこもったもの | uk:word usually written using kana alone,v5r:Godan verb with 'ru' ending|vi:intransitive verb,"to shut oneself in (e.g. one's room); to be confined in; to seclude oneself; to hide away; to stay inside (one's shell); to fill with (emotion, enthusiasm, power, etc.)",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
今晩は,こんばんは,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,good evening,same-reading-different-writing|same-jmdict-entry,こんばんは,,こんばんは,こんばんは,N5,こんばんは|こんばんわ|今晩は,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,uk:word usually written using kana alone | は is pronounced as わ,int:interjection (kandoushi),good evening,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
御,ご,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,go-; honourable,same-reading-different-writing,五|後|碁|語,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,after a noun indicating a person | hon:honorific or respectful (sonkeigo) language | hum:humble (kenjougo) language | pol:polite (teineigo) language | uk:word usually written using kana alone | usu. before a term with an on-yomi reading,pref:prefix|suf:suffix,honorific/polite/humble prefix; honorific suffix,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
濠,ごう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,moat,same-reading-different-writing|same-jmdict-entry,号|合|壕|業|豪,,壕|豪,ごう,N1,ごう|壕|濠|豪,yes,SINGLE_SOURCE,yes,no,yes,N1,no,"abbr:abbreviation | 濠 is usu. filled with water, 壕 is usu. dry",n:noun (common) (futsuumeishi),moat; fosse; trench; ditch; underground air-raid shelter; dugout; Australia,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,護城河；壕溝,N1,estimated-source-backed
ご馳走さま,ごちそうさま,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,feast,same-reading-different-writing|same-jmdict-entry,ご馳走様,,ご馳走様,ごちそうさま,N2,ごちそうさま|ご馳走さま|ご馳走様|御馳走様,yes,SINGLE_SOURCE,yes,yes,yes,N2,yes,"joc:jocular, humorous term | uk:word usually written using kana alone",int:interjection (kandoushi),thank you (for the meal); that was a delicious meal; thank you (for displaying lovey-dovey behaviour),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
歳,さい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,#NAME?,same-reading-different-writing,再|差異|際,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,ctr:counter,... years old; age (of) ...,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,歲（年齡計數詞）,N1,estimated-source-backed
最中,さなか,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"in the middle of, midst",same-writing-different-reading|same-jmdict-entry,,さいちゅう,最中,さいちゅう,N3,さいちゅう|さなか|さ中|最中,yes,SINGLE_SOURCE,yes,yes,no,N3,yes,,n:noun (common) (futsuumeishi),(in) the middle of; (in) the midst of; (in) the course of; (at) the height of,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
錆び,さび,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,rust (colour),same-reading-different-writing|same-jmdict-entry,錆|錆[さび],,錆,さび,N2,さび|銹|錆|錆び|鏽,yes,SINGLE_SOURCE,yes,no,yes,N2,yes,,n:noun (common) (futsuumeishi),rust,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
三味線,さみせん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,three-stringed Japanese guitar; shamisen,same-writing-different-reading|same-jmdict-entry,,しゃみせん,三味線,しゃみせん,N1,さみせん|しゃみせん|三味線,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),shamisen; samisen; three-stringed Japanese lute,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
桟橋,さんきょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,wharf; bridge; jetty,same-writing-different-reading|same-jmdict-entry,,さんばし,桟橋,さんばし,N1,さんきょう|さんばし|桟橋|棧橋,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),wharf; bridge; jetty; pier,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
仕上,しあげ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"end, finishing touches",same-reading-different-writing|same-jmdict-entry,仕上げ,,仕上げ,しあげ,N1,しあげ|仕あげ|仕上|仕上げ,yes,SINGLE_SOURCE,yes,no,yes,N1,no,io:irregular okurigana usage,n:noun (common) (futsuumeishi),finish; finishing; finishing touches,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
仕掛,しかけ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,机关,same-reading-different-writing|same-jmdict-entry,仕掛け,,仕掛け,しかけ,N1,しかけ|仕掛|仕掛け,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,n:noun (common) (futsuumeishi),device; contrivance; mechanism; gadget; trick; trap,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
施行,しぎょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  execution; enforcing; carrying out,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,始業,しこう,施行,しこう,N1,しぎょう|しこう|せこう|施行,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,"putting in force (a law); putting into operation; putting into effect; enforcement; carrying out (a plan, policy, etc.); execution",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
仕組,しくみ,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,结构,same-reading-different-writing|same-jmdict-entry,仕組み,,仕組み,しくみ,N2,しくみ|仕組|仕組み,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,n:noun (common) (futsuumeishi),structure; construction; arrangement; contrivance; mechanism; workings,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
屡,しばしば,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,often; again and again; frequently,same-reading-different-writing|same-jmdict-entry,しばしば|屡々,,しばしば|屡々,しばしば,N1|N2,しばしば|屡|屡々|屡屡|数|数々|数数,yes,SINGLE_SOURCE,yes,no,yes,N1,no,on-mim:onomatopoeic or mimetic word | uk:word usually written using kana alone,adv:adverb (fukushi),often; again and again; frequently; repeatedly,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
背負う,しょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to be burdened with; to carry on back or shoulder,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,商|症|相|省|章|象|賞,せおう,背負う,せおう,N2,しょう|せおう|背負う|脊負う,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,in the form しょってる,v5u:Godan verb with 'u' ending|vi:intransitive verb|vt:transitive verb,to carry on one's back; to be burdened with; to take responsibility for; to have (something) in the background; to be in front (of something); to be conceited,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
消耗,しょうこう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,exhaustion; consumption,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,紹興,しょうもう,消耗,しょうもう,N2,しょうこう|しょうもう|消耗,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,exhaustion; consumption; using up; dissipation; waste,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
所々,しょしょ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,here and there; some parts (of something),same-writing-different-reading|same-jmdict-entry,,ところどころ,所々,ところどころ,N2,しょしょ|ところどころ|処々|処処|所々|所所,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,uk:word usually written using kana alone,adv:adverb (fukushi)|n:noun (common) (futsuumeishi),here and there; in places,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
審判,しんばん,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,refereeing; trial; judgement,same-writing-different-reading|same-jmdict-entry,,しんぱん,審判,しんぱん,N2,しんばん|しんぱん|審判,yes,SINGLE_SOURCE,yes,yes,no,N3,yes,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,judgement; judgment; decision; verdict; sentence; refereeing,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
地形,じぎょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,terrain; geographical features; topography,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,事業,ちけい,地形,ちけい,N1,じぎょう|ちけい|地形,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),terrain; geographical features; topography,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
重複,じゅうふく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,duplication; repetition; overlapping,same-writing-different-reading|same-jmdict-entry,,ちょうふく,重複,ちょうふく,N1,じゅうふく|ちょうふく|重復|重複,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,duplication; repetition; overlapping; redundancy; restoration,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
重宝,じゅうほう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,priceless treasure; convenience; usefulness,same-writing-different-reading|same-jmdict-entry,,ちょうほう,重宝,ちょうほう,N1,じゅうほう|ちょうほう|重宝,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,convenient; useful; handy; helpful; finding useful; coming in handy,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,珍貴；便利；有用,N1,estimated-source-backed
準ずる,じゅんずる,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to apply correspondingly; to correspond to; to be proportionate to,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,occ. as 順ずる,vi:intransitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),"to follow (a rule, precedent, etc.); to conform to (the law, standards, etc.); to be based on; to apply correspondingly; to be proportionate to; to correspond to",ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
状,じょう,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,shape,same-reading-different-writing,上|場|嬢|情|畳,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",form; shape; appearance; state; condition; circumstances,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
乗客,じょうかく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,passenger,same-writing-different-reading|same-jmdict-entry,,じょうきゃく,乗客,じょうきゃく,N2,じょうかく|じょうきゃく|乗客,yes,SINGLE_SOURCE,yes,yes,no,N3,yes,,n:noun (common) (futsuumeishi),passenger,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
情緒,じょうしょ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,emotion; feeling,same-writing-different-reading|same-jmdict-entry,,じょうちょ,情緒,じょうちょ,N1,じょうしょ|じょうちょ|情緒,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),emotion; feeling; atmosphere; mood; spirit,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
人目,じんもく,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,glimpse; public gaze,same-writing-different-reading|same-jmdict-entry,,ひとめ,人目,ひとめ,N1,じんもく|ひとめ|人目|人眼,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),(public) notice; attention; public eye; public gaze,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
Ｇパン,ジーパン,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",waller,waller-derived,1,lexical,"jeans (lit: jeans pants), dungarees",same-reading-different-writing|same-jmdict-entry,ジーパン,,ジーパン,ジーパン,N1,ジーパン|Ｇパン,yes,SINGLE_SOURCE,yes,no,yes,N1,no,abbr:abbreviation | uk:word usually written using kana alone,n:noun (common) (futsuumeishi),jeans; dungarees,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
水気,すいき,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,1.  moisture; dampness; vapor,same-writing-different-reading|same-jmdict-entry,,みずけ,水気,みずけ,N1,すいき|みずけ|水け|水気,yes,SINGLE_SOURCE,yes,yes,no,N1,no,,n:noun (common) (futsuumeishi),water content; moisture; juiciness; dampness; water vapor (vapour); steam,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
過ぎ,すぎ,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,past; after,same-reading-different-writing,杉,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,uk:word usually written using kana alone,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",past; after; too (much); over- (e.g. eating),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band; intended Traditional-Chinese learning sense explicitly pinned after source/JMdict comparison,超過；過後；……之後,N1,estimated-source-backed
スト,スト,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,(abbr.) strike,fully-absent,,,,,,,yes,SINGLE_SOURCE,yes,yes,yes,,no,abbr:abbreviation,n:noun (common) (futsuumeishi),strike (i.e. industrial action),ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
清ます,すます,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,lexical,"to clear, to make clear, to listen for",same-reading-different-writing|same-jmdict-entry,済ます|澄ます,,澄ます,すます,N1,すます|清ます|澄ます,yes,SINGLE_SOURCE,yes,no,yes,N1,no,,v5s:Godan verb with 'su' ending|vt:transitive verb,to clear; to make clear; to be unruffled; to look unconcerned; to feign indifference; to look demure,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
すみやか,すみやか,N1,"{""N1"": 1}","{""community-independent"": ""N1""}",wordmaster,community-independent,1,kana/loanword,speedy,same-reading-different-writing|same-jmdict-entry,速やか,,速やか,すみやか,N1,すみやか|速やか,yes,SINGLE_SOURCE,yes,yes,yes,,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi),quick; speedy; prompt; rapid; swift,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
剃る,する,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,to shave,same-reading-different-writing|same-writing-different-reading|same-jmdict-entry,する|刷る|掏る|擦る,そる,する|剃る,する|そる,N2|N5,する|そる|剃る,yes,SINGLE_SOURCE,yes,yes,no,N2,yes,,v5r:Godan verb with 'ru' ending|vt:transitive verb,to shave,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-conflict
制,せい,N1,"{""N1"": 1}","{""waller-derived"": ""N1""}",openjlpt|waller,waller-derived,1,lexical,system; organization; imperial command,same-reading-different-writing|same-jmdict-entry,せい|姓|性|正|生|精|背,,せい,せい,N5,せい|制,yes,SINGLE_SOURCE,yes,yes,yes,N1,no,,"n-suf:noun, used as a suffix|n:noun (common) (futsuumeishi)",system; organization; organisation; imperial command; laws; regulation,ADD_AFTER_SOURCE_CHECK,P2,"Only one external family supports the JLPT listing, but exact JMdict form is common; suitable after source/level check.",APPROVE_SOURCE_CHECK,exact JMdict form+reading verified; external JLPT family supports listing; level retained as estimated source-backed band,,N1,estimated-source-backed
